,None_c=3,None_c=4,None_c=5,Normalisation_c=3,Normalisation_c=4,Normalisation_c=5,PCA_c=3,PCA_c=4,PCA_c=5,Transform_c=3,Transform_c=4,Transform_c=5
Silhouette,0.485842354600955,0.485842354600955,0.485842354600955,0.3491981656526392,0.3491981656526392,0.3491981656526392,0.4858423546009549,0.4858423546009549,0.4858423546009549,0.485842354600955,0.485842354600955,0.485842354600955
Calinski-Harabasz,219.87022703461665,219.87022703461665,219.87022703461665,76.97588370544527,76.97588370544527,76.97588370544527,219.87022703461676,219.87022703461676,219.87022703461676,219.87022703461665,219.87022703461665,219.87022703461665
Davies-Bouldin,7.222826995273629,7.222826995273629,7.222826995273629,6.16079827018773,6.16079827018773,6.16079827018773,7.222826995273356,7.222826995273356,7.222826995273356,7.222826995273629,7.222826995273629,7.222826995273629
